"company","tier","verdict","email","phone","municipality","prefecture","legal_type","founded","socials","social_urls","kad","ar_gemi","afm","email_domain"
"ΜΗΤΣΟΥΡΑΣ ΣΠΥΡΙΔΩΝ ΤΟΥ ΕΠΑΜΕΙΝΩΝΔΑ","A","free-mail","spiro_s_7@hotmail.com","2645023157","ΛΕΥΚΑΔΑΣ / ΛΕΥΚΑΔΑΣ","ΛΕΥΚΑΔΑΣ","ΑΤΟΜΙΚΗ","2017","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","141423843000","142978277","hotmail.com"
"ΜΙΚΡΟΣ ΚΟΣΜΟΣ ΝΑΥΛΩΣΕΙΣ ΘΑΛΑΜΗΓΩΝ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ","A","free-mail","v.psarobas@gmail.com","2243059280","ΚΑΛΥΜΝΙΩΝ / ΚΑΛΥΜΝΟΥ","ΔΩΔΕΚΑΝΗΣΟΥ","ΑΕ","1993","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","122925920000","094087752","gmail.com"
"ΜΙΧΑΗΛ ΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΤΖΟΥΚΟΣ","A","free-mail","mikmichalis@gmail.com","2284071277","ΣΙΦΝΟΥ / ΜΗΛΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2010","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","49132338000","068841352","gmail.com"
"ΜΙΧΑΗΛ ΜΑΝΟΥΣΟΥ ΒΗΧΟΣ","A","free-mail","horizonyachts1@gmail.com","2287022251","ΜΗΛΟΥ / ΜΗΛΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2004","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","49133338000","034946079","gmail.com"
"ΜΙΧΑΗΛ ΜΙΧΑΗΛ ΑΛΕΞΑΝΔΡΟΣ ΚΑΙ ΣΙΑ Ε.Ε.","A","free-mail","mxmihail@gmail.com","6976204833","ΘΕΡΜΗΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΕΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","193351706000","803264209","gmail.com"
"ΜΙΧΑΗΛ ΠΑΥΛΟΥ ΦΙΤΟΣ","A","free-mail","mixfitos@hotmail.com","6909113281","ΚΥΘΝΟΥ / ΚΕΑΣ-ΚΥΘΝΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","159913838000","135498126","hotmail.com"
"ΜΙΧΑΗΛ ΣΤΕΡΓΙΟΥ ΚΕΦΑΛΙΑΝΟΣ","A","free-mail","mkefalianos1983@gmail.com","","ΜΥΚΟΝΟΥ / ΜΥΚΟΝΟΥ","ΚΥΚΛΑΔΩΝ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","188553038000","107205331","gmail.com"
"ΜΙΧΑΛΑ ΚΟΡΙΝΑ ΣΠΥΡ. ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","dfkorf@otenet.gr","2661090868","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","188735833000","803072980","otenet.gr"
"ΜΙΧΑΛΑΣ ΒΑΣΙΛΕΙΟΣ","A","free-mail","Angmih_92@yahoo.gr","6979503459","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","182374733000","144725663","yahoo.gr"
"ΜΙΧΑΛΑΣ ΝΙΚΟΛΑΟΣ","A","free-mail","nikolasmichalas883@gmail.com","2661026040","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","176859533000","177064209","gmail.com"
"ΜΙΧΑΛΑΣ ΝΙΚΟΛΑΟΣ ΤΟΥ ΣΤΕΦΑΝΟΥ","A","free-mail","michalasn1@gmail.com","2663049420","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","","ΑΤΟΜΙΚΗ","1993","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","33962833000","044357059","gmail.com"
"ΜΙΧΑΛΑΣ ΠΑΥΛΟΣ ΚΟΛΙΝ - ΜΙΧΑΛΑΣ ΣΤΕΦΑΝΟΣ - EALES ANGELA ΟΕ (Υποκατάστημα)","A","free-mail","oikype@gmail.com","6977907976","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΟΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","159581833003","996833570","gmail.com"
"ΜΙΧΑΛΑΣ ΠΑΥΛΟΣ ΚΟΛΙΝ - ΜΙΧΑΛΑΣ ΣΤΕΦΑΝΟΣ - EALES ANGELA ΟΕ (Υποκατάστημα)","A","free-mail","oikype@gmail.com","6977907976","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΟΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","159581833004","996833570","gmail.com"
"ΜΙΧΑΛΙΤΣΙΑΝΟΣ ΟΔΥΣΣΕΑΣ ΤΟΥ ΑΝΔΡΕΑ","A","free-mail","manakorina@gmail.com","2674032870","ΙΘΑΚΗΣ / ΙΘΑΚΗΣ","ΚΕΦΑΛΛΗΝΙΑΣ","ΑΤΟΜΙΚΗ","2023","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","169045634000","111372930","gmail.com"
"ΜΟΝΤΕΜΑΡΙΝ ΕΤΕΡΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ","A","free-mail","pthanson@otenet.gr","2641050300","ΑΓΡΙΝΙΟΥ / ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","ΕΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","158876612000","801545896","otenet.gr"
"ΜΟΥΓΙΟΣ ΒΑΣΙΛΕΙΟΣ","A","free-mail","mougiosvassilis@gmail.com","","ΛΕΥΚΑΔΑΣ / ΛΕΥΚΑΔΑΣ","ΛΕΥΚΑΔΑΣ","ΑΤΟΜΙΚΗ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΕΠΑΓΓΕΛΜΑΤΙΚΟΥ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ ΜΕ ΠΛΗΡΩΜΑ","191797543000","161906472","gmail.com"
"ΜΟΥΜΟΥΡΗΣ ΑΛΕΞΑΝΔΡΟΣ ΤΟΥ ΓΕΩΡΓΙΟΥ ΚΑΙ ΤΗΣ ΜΑΡΓΑΡΙΤΑΣ","A","free-mail","alexgmoumouris1960@gmail.com","2663042062","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","","ΑΤΟΜΙΚΗ","1994","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","33999833000","043308960","gmail.com"
"ΜΟΥΡΙΑ ΣΚΟΠΕΛΟΥ Ι.Κ.Ε.","A","free-mail","kaloudig@yahoo.gr","6991230230","ΞΗΡΟΜΕΡΟΥ / ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","ΙΚΕ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","194073612000","803298483","yahoo.gr"
"ΜΟΥΧΤΕΣΕΜ ΜΟΝΟΠΡΟΣΩΠΗ Ε.Π.Ε  ΥΠΟΚΑΤΑΣΤΗΜΑ ΑΛΛΟΔΑΠΗΣ","A","free-mail","veratan64@gmail.com","2242026505","","ΔΩΔΕΚΑΝΗΣΟΥ","Υποκατάστημα Αλλοδαπής","2018","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","147068420001","997136590","gmail.com"
"ΜΠΑΖΗΣ ΝΙΚΗΦΟΡΟΣ ΤΟΥ ΑΝΤΩΝΙΟΥ","A","free-mail","nikiforosbazis@gmail.com","","ΑΛΜΥΡΟΥ / ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","161973644000","168662734","gmail.com"
"ΜΠΑΚΑΛΗΣ Α.-ΝΑΚΑΣ Σ. Ο.Ε.","A","free-mail","spynakas@otenet.gr","6937428623","ΙΩΑΝΝΙΤΩΝ / ΙΩΑΝΝΙΝΩΝ","ΙΩΑΝΝΙΝΩΝ","ΟΕ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΣΚΑΦΩΝ ΘΑΛΑΣΣΙΑΣ ΚΑΙ ΑΚΤΟΠΛΟΪΚΗΣ ΜΕΤΑΦΟΡΑΣ ΕΠΙΒΑΤΩΝ ΜΕ ΧΕΙΡΙΣΤΗ","150302029000","801152806","otenet.gr"
"ΜΠΑΛΑΣΚΑΣ ΒΑΣΙΛΕΙΟΣ","A","free-mail","sophiabalaska@yahoo.gr","2245051320","ΚΑΡΠΑΘΟΥ / ΚΑΡΠΑΘΟΥ","ΔΩΔΕΚΑΝΗΣΟΥ","ΑΤΟΜΙΚΗ","1990","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","137333820000","041939750","yahoo.gr"
"ΜΠΑΛΙ ΔΙΑΔΡΟΜΕΣ Ε.Ε.","A","free-mail","mike-bali@Hotmail.com","6987902534","ΜΥΛΟΠΟΤΑΜΟΥ / ΡΕΘΥΜΝΟΥ","ΡΕΘΥΜΝΗΣ","ΕΕ","2025","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","187443850000","803015438","hotmail.com"
"ΜΠΑΛΟΣ ΔΗΜΗΤΡΙΟΣ ΤΟΥ ΦΩΤΙΟΥ-ΚΩΝΣΤΑΝΤΙΝΟΥ","A","free-mail","sofaki1986@gmail.com","","ΒΟΡΕΙΑΣ ΚΕΡΚΥΡΑΣ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2008","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","34015533000","129690122","gmail.com"
"ΜΠΑΜΠΑΚΟΣ ΔΗΜΗΤΡΙΟΣ ΤΟΥ ΑΘΑΝΑΣΙΟΥ","A","free-mail","dimitris.babakos@gmail.com","6932755635","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΑΤΟΜΙΚΗ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","150628033000","036651316","gmail.com"
"ΜΠΑΡΑΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του ΕΛΕΥΘΕΡΙΟΥ","A","free-mail","lbfinikas@gmail.com","6936806636","ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ / ΡΕΘΥΜΝΟΥ","ΡΕΘΥΜΝΗΣ","ΑΤΟΜΙΚΗ","2016","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΣΚΑΦΩΝ ΘΑΛΑΣΣΙΑΣ ΚΑΙ ΑΚΤΟΠΛΟΪΚΗΣ ΜΕΤΑΦΟΡΑΣ ΕΠΙΒΑΤΩΝ ΜΕ ΧΕΙΡΙΣΤΗ","156701950000","159589320","gmail.com"
"ΜΠΑΡΜΠΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΑΝΤΩΝΙΟΣ","A","free-mail","infoeloundastartransfers@gmail.com","2841041008","ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ / ΛΑΣΙΘΙΟΥ","ΛΑΣΙΘΙΟΥ","ΑΤΟΜΙΚΗ","1991","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","136943141000","043458322","gmail.com"
"ΜΠΕΙΚΟ ΓΚΕΝΤΙΑΝ TOY ΜΟΥΧΑΡΡΕΜ","A","free-mail","kapten_john@hotmail.com","2103500300","ΠΕΙΡΑΙΩΣ / ΠΕΙΡΑΙΩΣ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2018","","","ΥΠΗΡΕΣΙΕΣ ΘΑΛΑΣΣΙΩΝ ΚΑΙ ΠΑΡΑΚΤΙΩΝ ΜΕΤΑΦΟΡΩΝ ΕΠΙΒΑΤΩΝ ΜΕ ΘΑΛΑΜΗΓΟΥΣ - ΤΟΥΡΙΣΤΙΚΑ ΠΛΟΙΑ ΜΕ ΕΛΛΗΝΙΚΗ ΣΗΜΑΙΑ","146411209000","102230848","hotmail.com"
"ΜΠΙΛΜΠΙΛΑΙ ΝΤΡΙΝΙ","A","free-mail","antreasbil@gmail.com","2671094330","ΛΗΞΟΥΡΙΟΥ / ΚΕΦΑΛΛΗΝΙΑΣ","ΚΕΦΑΛΛΗΝΙΑΣ","ΑΤΟΜΙΚΗ","2026","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","193476634000","157344345","gmail.com"
"ΜΠΛΕ ΑΦΡΟΣ Ι.Κ.Ε.","A","free-mail","23kagal@gmail.com","2102844586","ΧΑΛΑΝΔΡΙΟΥ / ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΙΚΕ","2024","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","176873301000","802465661","gmail.com"
"ΜΠΛΟΥ ΚΑΤ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","taf.ipiresies@gmail.com","6972669011","ΤΑΝΑΓΡΑΣ / ΒΟΙΩΤΙΑΣ","ΒΟΙΩΤΙΑΣ","ΙΚΕ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","158145117000","801505813","gmail.com"
"ΜΠΛΟΥ ΝΤΡΙΜΣ ΣΕΙΛΣ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ","A","free-mail","chrtig@otenet.gr","6978854042","ΒΟΛΟΥ / ΜΑΓΝΗΣΙΑΣ","ΜΑΓΝΗΣΙΑΣ","ΙΚΕ","2019","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","151918644000","801214745","otenet.gr"
"ΜΠΟΓΙΑΤΖΗΣ ΠΕΤΡΟΣ ΤΟΥ ΕΥΑΓΓΕΛΟΥ","A","free-mail","petrosbogiatzis@yahoo.com","2314052096","ΘΕΣΣΑΛΟΝΙΚΗΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ) ΜΕ ΠΛΗΡΩΜΑ","156340506000","149920920","yahoo.com"
"ΜΠΟΖΟΥΡΗΣ ΝΙΚΟΛΑΟΣ ΤΟΥ ΠΑΝΑΓΙΩΤΗ","A","free-mail","doumasion@yahoo.gr","","ΠΑΡΓΑΣ / ΠΡΕΒΕΖΑΣ","ΠΡΕΒΕΖΑΣ","ΑΤΟΜΙΚΗ","2024","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","178573349000","302252073","yahoo.gr"
"ΜΠΟΥΖΑΚΗ ΑΝΤΩΝΙΑ ΤΟΥ ΕΜΜΑΝΟΥΗΛ","A","free-mail","lotusemeraldyachting@gmail.com","","ΧΑΙΔΑΡΙΟΥ / ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2020","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","165742503000","145619016","gmail.com"
"ΜΠΟΥΛΟΓΙΑΝΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ ΧΩΡΙΣ ΠΛΗΡΩΜΑ ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.","A","free-mail","c.boulogiannis@gmail.com","2107711515","ΑΡΙΣΤΟΤΕΛΗ / ΧΑΛΚΙΔΙΚΗΣ","ΧΑΛΚΙΔΙΚΗΣ","ΙΚΕ","2022","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΠΛΟΙΩΝ ΨΥΧΑΓΩΓΙΑΣ (ΚΟΤΕΡΩΝ, ΘΑΛΑΜΗΓΩΝ, ΒΕΝΖΙΝΑΚΑΤΩΝ ΚΛΠ), ΧΩΡΙΣ ΠΛΗΡΩΜΑ","166572257000","801936207","gmail.com"
"ΜΠΟΥΦΗ ΑΙΚΑΤΕΡΙΝΗ ΤΟΥ ΑΝΑΣΤΑΣΙΟΥ","A","free-mail","bouphik@yahoo.gr","2104120712","ΣΠΕΤΣΩΝ / ΝΗΣΩΝ","ΑΤΤΙΚΗΣ","ΑΤΟΜΙΚΗ","2022","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","124702208000","102210155","yahoo.gr"
"ΜΥΛΩΝΑΣ ΑΝΑΣΤΑΣΙΟΣ ΤΟΥ ΓΡΗΓΟΡΙΟΥ","A","free-mail","milonasyachting@yahoo.gr","2310329001","ΚΑΛΑΜΑΡΙΑΣ / ΘΕΣΣΑΛΟΝΙΚΗΣ","ΘΕΣΣΑΛΟΝΙΚΗΣ","ΑΤΟΜΙΚΗ","2011","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","119124606000","025479950","yahoo.gr"
"ΜΥΛΩΝΑΣ ΒΑΣΙΛΕΙΟΣ ΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ","A","free-mail","Vasilis776@hotmail.com","","ΕΡΜΙΟΝΙΔΑΣ / ΑΡΓΟΛΙΔΑΣ","ΑΡΓΟΛΙΔΑΣ","ΑΤΟΜΙΚΗ","2021","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","166752213000","127636620","hotmail.com"
"ΜΥΣΤΙΚ ΓΙΩΤΙΝΓΚ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ","A","free-mail","leisou@otenet.gr","2661030314","ΚΕΝΤΡΙΚΗΣ ΚΕΡΚΥΡΑΣ ΚΑΙ ΔΙΑΠΟΝΤΙΩΝ ΝΗΣΩΝ / ΚΕΡΚΥΡΑΣ","ΚΕΡΚΥΡΑΣ","ΙΚΕ","2018","","","ΥΠΗΡΕΣΙΕΣ ΕΝΟΙΚΙΑΣΗΣ ΤΟΥΡΙΣΤΙΚΟΥ ΣΚΑΦΟΥΣ, ΧΩΡΙΣ ΠΛΗΡΩΜΑ","144843633000","800915841","otenet.gr"
"ΜΩΡΑΪΤΗΣ ΝΙΚΟΛΑΟΣ ΤΟΥ ΘΩΜΑ","A","free-mail","demivasiliki@yahoo.gr","2645031406","ΛΕΥΚΑΔΑΣ / ΛΕΥΚΑΔΑΣ","ΛΕΥΚΑΔΑΣ","ΑΤΟΜΙΚΗ","1987","","","ΥΠΗΡΕΣΙΕΣ ΣΚΑΦΩΝ ΕΚΔΡΟΜΩΝ ΚΑΙ ΠΕΡΙΗΓΗΣΕΩΝ ΘΑΛΑΣΣΑΣ","16472143000","041440114","yahoo.gr"
